	104.CEL	105.CEL	109.CEL	115.CEL	121.CEL	123.CEL	127.CEL	82.CEL	94.CEL	95.CEL	96.CEL	97.CEL	C13.CEL	C8.CEL	C9.CEL
LASP1	7.096392411	7.949644657	7.627963511	6.941504494	7.332829018	7.796961955	7.80452752	8.414556625	7.013562292	8.259654957	7.331414308	6.834237348	7.269288916	6.440450466	6.824923972
SF3B2	5.937313388	6.629882486	6.338987537	5.695342969	5.75785621	5.768169577	6.16111968	6.826538223	6.637000493	6.303676337	6.405580032	6.024495121	6.272871756	5.970059127	6.000144826
TMEM59	8.099227995	8.108500432	7.609559813	8.3774078	7.942680595	8.115801068	8.007898891	8.906176905	8.489568544	8.757963775	7.894331913	7.888545765	7.464481291	7.361350366	6.959511241
CSRP1	5.353114084	5.512674675	5.256292999	5.527700241	4.864899895	5.353114084	5.259887245	5.641560014	6.171328089	5.422671365	6.016907393	4.975368728	5.168828549	5.104370153	5.312556595
CALM3	6.1621619	6.801236598	6.402083664	6.159395453	6.45009622	6.011647732	5.955328139	6.860052549	6.96906237	6.752476965	6.476898368	6.029726612	5.870460139	5.509083816	5.693130174
CALM3	4.504752349	5.304488493	5.267692005	5.049060576	5.324903897	4.514971336	4.977835552	5.049060576	5.049060576	5.16825093	5.428724378	4.917489868	4.601993312	4.487842142	5.049060576
AC083904.1	4.905930909	5.25344542	4.525962719	5.421295759	4.625064928	5.016953023	4.493514783	4.989025282	6.542278298	5.596129351	5.724416584	4.341426903	5.962148532	5.114021525	4.960311361
CAP1	9.443041219	9.870342321	9.253102981	9.542744664	9.653655047	9.37553354	10.09387508	10.23498237	8.532292068	9.616307703	9.146634563	9.519711083	8.968857683	8.305456714	8.408699688
MATR3	5.373767516	5.900696757	5.152657844	5.855069368	5.033784565	4.957730502	5.009531616	5.485603139	7.027118672	6.266365407	6.275628837	4.924981393	6.516532417	5.485603139	5.077536021
PTGES3	7.694811062	7.479853067	6.922797724	7.75721337	6.976376981	6.537381	7.074205389	7.136712207	8.793054079	8.989353084	7.933521745	7.213865311	7.928303532	6.983717881	7.107929615
WARS1	7.442623239	6.263749554	6.391104412	5.911822618	5.591626097	6.404114901	5.986925195	6.191091666	7.959959061	9.348386907	8.066081892	7.045367338	6.983610369	6.629805637	6.837654506
WARS1	7.823456068	6.937315847	7.511163345	6.389374418	6.371719459	7.161151137	6.311356915	7.264337516	8.296293192	10.34802878	8.769858878	6.983967984	6.996780621	6.700192199	6.701914952
SET	7.689620525	7.716312592	7.766781527	7.757795166	7.283841804	7.62904108	7.411044347	7.601142833	8.22222619	7.714607262	8.077645574	7.495013555	7.953963807	7.867394901	7.919033397
SET	6.399906995	6.500536343	6.646927518	6.568510983	6.177960751	6.014640175	5.505548876	6.079352538	7.417428054	6.496833969	7.222216622	5.312052708	7.060492526	6.524040544	6.34908692
NDRG1	5.678353002	5.936652851	5.656250388	5.608548928	5.850214756	5.348304237	6.457224379	6.349121918	5.200143465	5.968081204	5.181457242	6.192914125	5.660940379	5.364298408	5.638649895
UBB	12.16878664	10.9970743	11.24830413	12.19688788	11.17775539	11.19449759	12.16154635	10.75401044	11.63837805	12.02673233	10.99982889	12.6908375	12.78747865	11.82907632	12.59123365
PFN1	9.053138228	10.05235819	8.992368826	8.826679404	8.917553651	7.460358815	8.917553651	9.960262883	9.041935632	8.883824188	9.685073704	8.985060043	8.754929367	8.006582736	8.471042405
PTPRF	2.949659518	2.974816451	2.963528161	3.020077387	2.985550368	3.214879644	3.215867998	2.850018688	3.020077387	3.115480402	2.809389882	3.304329628	2.840758336	3.059366179	3.608315494
PTPRF	2.528029439	2.256570497	2.49012737	2.495623663	2.41602651	2.676371908	2.532373211	2.237624518	2.29994839	2.279359488	2.287313797	2.888025389	2.359104394	2.849276034	3.00754503
PTPRF	2.151256429	1.969379718	2.115477208	1.883089438	2.318454352	2.056305575	1.987735969	1.944935577	2.136342344	2.147796447	2.135567183	2.807275268	2.586255358	2.1740503	2.476314502
YWHAZ	7.109765909	7.882753572	6.271239561	7.0769102	6.667954079	6.814068545	6.928798003	7.358431729	7.727124703	7.505179345	7.229755063	6.860871545	7.366535606	5.515618209	5.872816025
AL627402.1	7.360938958	8.247835382	7.539212071	7.351841498	7.59053323	7.36657834	7.78513731	8.229434068	7.819481922	8.155486832	8.268509433	7.278526309	7.684572985	7.041377774	7.555909194
YWHAZ	7.810494622	8.539261717	7.962014808	7.871385108	8.085120289	7.967414723	7.708628304	8.694453549	8.150302553	8.455614733	8.56960733	7.220189356	7.957702919	7.344650164	7.75696853
YWHAZP3	6.545456059	7.14959947	5.784123715	6.633316911	6.164040377	6.29044285	6.588527559	6.570748306	6.845109068	6.57359869	6.706971325	6.078261392	6.406473664	5.246447056	4.884855387
SOD1	7.119715004	7.04005975	6.508351452	6.84822368	5.9608237	5.182660185	6.326259935	6.755015916	8.063453452	7.829130962	7.701536556	6.8963542	6.985099589	6.006420744	6.178068204
HDLBP	5.088437929	5.845246777	5.481301533	4.9309046	5.223553684	5.241700415	5.443797367	5.887171086	6.983980267	5.88746067	5.945707909	5.42695355	5.683916322	4.977758031	5.53870794
MARCKSL1	4.726053607	4.195855027	4.82302853	3.916908997	4.327238124	4.254656439	4.092152672	3.923719232	4.536606545	3.616046607	5.083607296	3.812257719	5.173216154	4.80203443	4.892023169
GABARAP	9.23078615	9.23745642	9.335040445	9.044439343	9.53203127	9.359824289	9.234150481	9.884622174	8.533857915	9.468614815	9.127757973	9.028341046	8.967468534	8.946668879	9.109679548
NUCB1	5.545575995	5.783126898	5.371480538	5.168026219	6.086781442	4.992319794	5.601380207	6.1955759	5.184382972	5.924754187	5.56646214	5.69577491	4.990010208	4.812762474	5.331329111
EIF3CL	6.407647869	7.463468177	7.2073762	5.902059169	6.559544233	6.111854734	6.610716633	6.742956926	7.528477424	6.532575928	7.680081459	5.809516597	6.654122762	6.240144265	6.770748052
GLUL	7.606287552	7.300647344	6.59104605	6.592393676	7.188362692	6.689955086	7.777557088	8.302687095	5.830221283	7.188362692	6.324553541	7.673463385	7.922282573	6.500462732	7.380868353
NUCB1	6.565274261	6.84228213	6.478184153	6.012565275	6.950782102	5.847205377	6.646721441	7.014991415	6.61363612	7.56695821	6.644174512	6.869505962	6.06610115	5.525688561	6.333712081
AC084117.2	9.912876857	10.15519534	9.36892754	10.09768822	10.14293941	8.117375777	9.255428658	10.07898901	10.17600469	9.174107095	9.438344579	9.429602964	8.482941675	7.276269742	7.357323354
RACK1	8.861665836	9.902428582	10.18775681	9.521138561	9.329764382	9.131109766	8.213579775	9.292435384	10.09440842	9.590744896	10.46342778	8.140709258	9.708944133	9.770775368	9.49852298
SSR2	7.239223284	7.773263734	7.640154249	7.794221576	7.574704479	7.604754356	7.170504008	7.732452334	8.661821324	7.67062954	7.998872538	6.889450176	7.647766103	7.557463629	7.443327792
CALM1	7.399968947	8.802207292	8.18697098	7.504716792	7.94129494	7.174274195	7.937303063	9.04646394	8.139690212	8.45700011	8.823438427	7.59083152	7.894946381	6.926152447	7.508130976
P4HB	6.804149051	7.182309351	7.170884479	6.956973008	7.079213789	6.282671738	6.863672376	7.052095205	8.280573098	7.118997825	7.420539185	6.530868418	6.66290421	6.096678312	6.386069496
CALM1	7.511268787	8.457731631	7.375732983	7.039804643	7.053915743	5.993016489	7.564659925	8.267904671	7.98315427	7.898160786	8.11821705	7.228558647	7.813259613	6.675154792	7.251293453
P4HB	6.179893279	7.379109395	6.580529449	6.461289919	6.909878203	5.929918659	6.118250368	7.108874588	8.038322652	6.922668844	6.982918422	6.292494946	6.45767008	5.388735061	5.785717224
SLC25A5	7.775631086	7.951521872	7.792635425	7.535421594	6.938304465	7.184852174	6.775330786	7.18511604	9.024719118	7.535421594	8.426243312	6.715633431	7.859713684	7.42102966	7.142111069
PHB	3.995543358	4.361132642	4.375135155	4.086894484	3.771460576	3.151339109	3.61137789	3.952448909	6.254210669	3.818964194	5.215125044	3.835816662	4.156901444	3.581302702	3.869087365
PHB	5.054850503	4.859753187	5.069732639	4.819164755	4.877411688	5.009587248	4.927512554	5.081187396	5.014720153	4.895883556	4.899337995	5.250870294	5.009587248	5.221755917	5.219526612
S100A11	9.75211385	10.50743005	9.877318646	9.936400613	10.67248976	10.11897411	10.31124522	11.26747507	8.47998609	10.59412887	9.819868475	10.1356904	8.496250176	8.528484034	8.595991943
CTSA	7.359644803	8.5790177	8.504682139	7.109541984	8.738440429	7.265493284	7.309904981	8.995787061	6.747079563	8.775085451	8.398170482	7.416638584	6.308616188	6.110031907	6.507051289
TOMM20	3.681273314	4.017022348	3.877075074	3.949050247	3.63484654	4.16552547	3.512199855	4.195961557	5.00838732	3.63428772	5.083276549	3.462606067	5.073388399	4.295788575	4.125125267
CD63	9.136506264	9.83106231	8.780765468	9.395231644	9.411972779	8.75649489	9.016227412	10.30048213	8.146765522	9.774880257	9.327845827	8.950541676	7.62422009	6.724901935	7.242005508
DNAJB1	5.880921453	4.851064597	5.053989594	5.577548077	4.525004705	4.153740748	5.599344029	5.053989594	4.962924535	5.136157005	4.901026289	6.255353303	4.954628497	4.255858747	5.015642766
SPARC	5.941801652	8.378304111	6.777344667	5.27617559	7.627111477	5.993579389	5.660678236	7.341638104	5.361083803	7.467185549	5.900831566	5.597495483	4.906034433	5.09351096	5.545282845
DNAJB1	5.866383841	5.851266693	6.005908761	5.825083087	5.724534843	5.420894045	6.072328401	6.082916673	5.518675495	6.366116572	5.93419662	7.294033542	5.735502275	5.080146161	5.624210253
UBE2D3	6.802890932	6.725724818	6.332349614	7.125880585	6.631862906	6.68695056	6.914931107	7.171563534	7.017337387	7.58033748	6.478072649	6.717924995	6.725724818	6.116285034	5.745501249
UBE2D3	8.05801655	8.083996303	7.382599255	8.242893317	7.581501727	8.247542117	8.073742739	8.268044695	8.324592039	8.826094821	7.591945134	7.909229555	8.219327755	7.542464736	7.529680365
UBE2D3	7.62937663	7.49861858	6.970885647	7.370433318	7.16112848	7.21058343	7.74587044	7.511571678	7.809921792	7.945570639	7.076712552	7.670536038	7.646419051	7.076712552	7.067260112
SPTBN1	2.575226712	2.710132171	2.859743653	3.060286795	2.889744568	2.960872807	2.757912412	2.510888353	2.553230924	2.445730097	2.722407111	3.025142581	2.600223075	3.421464921	3.154744701
SPTBN1	4.216439017	4.177369421	4.203866921	4.03150706	4.140754623	4.289081097	4.193182678	3.666439401	4.322761557	3.942661775	4.177369421	4.175562218	4.389255859	4.269552711	4.517093203
LAPTM4A	6.390004993	6.6459161	5.660267782	6.539367703	6.250994321	7.28421103	6.480288852	7.974049814	6.653571933	7.287553093	6.702220431	5.855461577	6.399813291	5.417925144	5.66852512
AC004453.1	10.60475092	10.79045526	11.20362857	10.78741897	10.71199818	10.38341412	10.25341504	9.950776392	10.97834257	10.60107903	11.45758453	9.724319623	10.77924852	11.19226772	11.02807333
CD81	5.972928442	6.036389432	5.534121099	5.098449892	4.222667301	4.256257083	4.330818621	5.13035173	6.530946789	5.48542965	6.722598836	4.869123441	6.032901588	4.80203443	5.31941465
UBE2L3	3.960599448	5.378159069	4.819146381	3.68672907	4.078163973	3.835792358	4.675450569	5.461569087	4.189670968	5.263432096	3.822572855	4.325642697	4.054008184	4.030009485	4.306347266
PTTG1IP	7.910092394	8.187115158	8.068609254	8.226512131	8.50819856	8.865692458	8.346691089	8.574375099	6.844418603	8.465983933	7.996007701	8.087122796	7.564851991	7.415912006	7.394871188
GRN	7.178130758	8.268194078	8.264880902	7.550469855	8.140040688	7.691705744	8.208967735	8.655323686	6.227045695	8.205298968	8.025653398	7.608493628	6.514356377	6.156826335	6.522984976
HMGB1	5.572843778	6.201650823	5.458922448	5.945072949	5.487195921	5.709685645	5.589170302	6.391446482	6.541954444	5.717186358	6.546879322	5.74728548	5.711145513	5.290144147	5.279073817
HMGB1P4	8.650929512	9.060804792	8.48011951	9.047138943	8.625584857	8.514722475	8.668759921	9.185349232	9.688840396	8.509308381	9.439241845	8.150393227	8.668759921	8.558033397	8.155821747
GLO1	5.664754058	5.844269082	4.96890361	5.331220009	4.969049639	4.833295676	4.324022923	4.794821142	7.19367997	5.676346445	6.033514499	4.341185232	5.962741185	5.075255809	4.819199769
UBE2L5	7.202009322	8.287060371	7.151467246	6.831406322	6.88220827	6.393366622	7.025505722	8.266164975	8.139215895	7.422570179	7.874719327	7.075332554	6.905577853	6.359653403	6.666959405
UBE2L3	5.832858557	7.479030718	6.691673743	6.199714246	6.176343057	5.97300623	5.893184599	7.15862241	6.463232825	7.366020249	6.803340086	6.199714246	5.852453358	5.697616535	5.65694553
UBE2L3	4.87217747	6.505967537	5.437703549	5.211225204	5.083623963	4.667628133	5.060877992	6.218075575	5.164172695	6.405745108	5.338342951	5.071828982	4.897947094	4.544059036	4.608239404
SRSF11	1.618232656	1.595658218	1.516391102	1.606582707	1.656365848	1.238316005	1.143226912	1.172173106	2.005581496	1.656396951	1.746739213	1.527602944	2.015448754	2.029611408	1.596260235
SRSF11	4.66384752	5.040488586	4.40199806	4.489012987	3.89692546	4.551879768	4.267335095	4.921226777	5.445513437	4.740475244	5.391125229	4.51673096	5.335543442	4.516917906	4.57112682
SF3B3	4.557142497	5.248112344	5.206295227	4.622496901	4.709786951	4.440822646	4.328883941	4.703685188	5.617161214	4.449957171	5.382165658	4.880968783	5.206139887	4.468873731	5.328989681
SF3B3	4.319725639	3.66848848	4.182182454	4.299466904	4.075066264	4.144178226	4.293425683	3.905608216	3.899588069	3.818770153	4.04301794	4.329020817	4.241413859	4.601587299	4.466554933
EEF1G	9.509672624	9.635673629	10.39000221	9.967445795	9.595383269	9.297983425	9.16820109	9.202402555	10.37319737	10.00436627	10.40516373	8.801567071	9.826448093	10.3685667	9.754603439
HSPA9	2.356953185	2.156165286	2.291626041	2.155010177	2.235068099	2.387986568	2.186319071	2.548688042	2.565807875	2.213967854	2.584318403	2.349776149	2.655991741	2.526186796	2.276047992
HSPA9	4.071413441	5.115999632	3.96852614	3.941382401	3.879580859	3.617736712	3.697156228	4.168658328	6.764369177	4.263182134	5.312329301	4.023877196	4.632379097	4.015997344	4.411265054
HSPA9	2.448878486	3.111741085	2.438107611	2.411137715	2.02545026	2.531988272	2.407892941	2.692250379	4.993866621	2.999080162	3.235751267	2.370421607	2.813730255	2.536232693	2.700899381
YWHAQ	6.841416337	7.196111764	6.704685409	6.803988082	6.124567082	6.201950371	6.033921821	7.029569128	8.388770081	7.21110463	7.734729916	5.866038245	7.207100258	6.467125392	6.741590562
DDX24	5.195268855	6.009857754	5.362722408	5.259746319	4.634216629	4.483961634	4.711366351	5.503734738	6.385992059	5.472276382	6.182356112	5.051049464	6.029048961	5.393369113	5.893623005
PPP2R1A	6.020158297	6.57249152	5.824078436	5.86869037	5.96335903	5.438561956	5.933386972	6.224327753	5.933386972	5.359762091	6.669907407	5.933386972	5.933386972	5.464421035	6.255359522
GSN	6.539395217	8.116324756	7.709854625	6.34720187	7.593693398	6.566593986	6.932727548	7.713834034	5.922214775	7.266907445	6.346071908	6.566593986	6.085455847	5.752628927	5.917970289
HK1	7.777479148	7.885224756	7.948032158	7.074682021	7.641148417	6.753189516	7.712770935	7.984790969	7.081086036	7.842339098	7.589913746	7.511222526	7.24268178	6.104918865	7.126745218
KDELR2	2.989610132	3.126215266	2.867391968	3.241621852	3.091676359	3.653056035	2.950049523	3.117155338	4.508567094	3.182219008	2.934873065	2.688313923	3.52597985	2.789545315	2.909675694
KDELR2	4.654199676	5.29225114	4.842764884	4.842764884	4.711033962	5.096969864	4.951911287	5.460210241	5.748533958	5.503023441	4.698714717	4.391176079	4.66001216	4.687663069	4.494336915
KDELR2	5.38929698	6.891171333	5.76386276	5.86064785	5.985213998	4.787002059	5.414262957	6.316153782	9.017184111	6.126415802	6.902988091	5.425585089	5.863400432	4.555033096	5.169492782
NPC2	7.596835035	6.930363433	7.116233088	6.589250127	6.768469885	7.710814548	7.070828952	7.997986066	7.059122972	8.283050812	8.434162608	7.143149861	7.087721573	7.431242986	7.132118917
DDX24	4.89017727	5.38744624	4.957730502	5.001598732	4.564016722	4.957730502	4.957730502	4.957730502	4.7727149	5.218779696	5.301097439	5.186621339	5.317852871	4.874776491	4.945943617
DYNLL1	7.242587254	7.62389996	6.990979072	7.105957928	6.702755178	6.267846717	6.444037498	6.96970413	8.656873399	7.792898894	7.532022327	6.817895736	7.292033538	6.701835343	6.366472994
LITAF	9.130891252	9.652995227	9.266357323	9.54567699	9.886848038	10.25626446	10.33902731	10.5254193	8.172713412	10.22220459	8.824804445	10.1581576	9.216052309	8.926420695	8.929855816
AC007383.6	7.874804779	7.317863839	7.803643264	8.484142395	7.538247118	7.354877769	6.777279033	7.005685939	9.562570876	7.960370082	8.513350255	6.465379778	8.587920869	8.525247879	6.738595205
LITAF	8.726520638	9.165711641	8.910477926	8.966878234	9.265252787	9.00527411	9.77316471	10.09479928	7.575111044	9.494003283	8.401268501	9.264307074	8.403696723	8.5463167	8.155180201
PRKCSH	4.766993661	5.761771615	5.446420824	4.856694151	5.336042865	4.579675734	5.503666161	6.004826878	5.634119253	5.105521035	6.078230955	4.684714213	4.763807623	4.635895441	5.044337399
GOT2	4.500098222	5.378702375	4.887108875	4.380934806	4.658613703	4.849664893	4.057199515	4.57336369	5.47945866	4.825135366	5.495800916	4.567425175	5.251427403	4.825135366	5.301564145
FKBP1A	7.536429522	8.397882856	7.773743815	7.526470587	7.724778503	6.313345053	7.779124581	8.372704742	7.517754921	7.790018303	7.396833588	7.049786885	6.9041113	6.756384653	6.655086383
ACADVL	5.771853931	6.379846475	5.969285738	5.757824993	5.836763645	4.932519298	5.553498437	6.766206445	6.791410968	6.10151783	6.429179716	5.391316563	5.148921963	5.17453833	5.189287721
SKP1	5.410439415	5.918675668	5.107044391	5.41586253	5.064562707	5.347152655	5.088023296	5.726405975	5.837359313	6.090911439	5.484022796	4.953477928	5.758526296	5.225832405	4.894195024
MAPRE1	5.385401701	6.18759841	4.999148447	5.47576507	5.329152191	4.576841764	5.160232252	6.334631655	6.028371624	5.160232252	5.028731943	4.652445174	4.980989796	3.955103587	3.845245696
MAPRE1	7.732686594	8.153334037	7.650947383	7.839495538	7.962150609	7.008134275	7.791589238	7.699155332	7.563153305	7.764887167	7.470026405	7.441831339	7.340284342	6.758567213	6.826078737
OS9	6.951628538	7.283660935	7.502384719	7.197944054	7.568288537	7.344413091	7.177169718	7.701812768	6.847973312	7.152171262	7.177169718	7.169589976	6.939585788	6.84657319	6.759725546
RPL13A	8.993387283	9.113583732	9.860427855	9.424723662	9.167022072	9.170831748	8.74182473	8.432286332	9.35410429	9.136552155	9.687696093	8.504686389	10.15192831	10.35610136	9.730152822
RPL13A	10.31633736	10.57406604	10.884612	10.76231937	10.44208787	10.37989687	9.500208664	9.749539492	10.80764555	10.40036743	11.25356218	9.666790535	10.71246063	10.9499129	10.54654241
